unit_id,cluster_id,owner_name,contact_number,is_vacant,handover_date
UNT-01994,CLS-SML-093,Pemilik Properti 1993,08160485992,False,2020-08-24
UNT-01995,CLS-SML-087,Pemilik Properti 1994,08137024675,False,2021-06-05
UNT-01996,CLS-SML-079,Pemilik Properti 1995,08123280632,True,2021-04-14
UNT-01997,CLS-SML-019,Pemilik Properti 1996,08184050819,False,2020-09-10
UNT-01998,CLS-SML-013,Pemilik Properti 1997,08116836224,False,2021-06-17
UNT-01999,CLS-SML-089,Pemilik Properti 1998,08161950485,False,2020-07-07
UNT-02000,CLS-SML-062,Pemilik Properti 1999,08179928659,False,2021-05-26
UNT-02001,CLS-SML-009,Pemilik Properti 2000,08184192371,False,2022-03-25
UNT-02002,CLS-SML-054,Pemilik Properti 2001,08123490962,False,2021-08-19
UNT-02003,CLS-SML-013,Pemilik Properti 2002,08117930665,False,2020-07-05
UNT-02004,CLS-SML-047,Pemilik Properti 2003,08126466413,False,2022-02-09
UNT-02005,CLS-SML-011,Pemilik Properti 2004,08133556765,False,2022-07-24
UNT-02006,CLS-SML-023,Pemilik Properti 2005,08182274216,False,2020-07-06
UNT-02007,CLS-SML-066,Pemilik Properti 2006,08119786206,False,2021-07-02
UNT-02008,CLS-SML-085,Pemilik Properti 2007,08174870940,True,2020-04-29
UNT-02009,CLS-SML-018,Pemilik Properti 2008,08134867974,False,2021-10-21
UNT-02010,CLS-SML-062,Pemilik Properti 2009,08149244011,False,2020-08-02
UNT-02011,CLS-SML-048,Pemilik Properti 2010,08195168424,False,2020-06-24
UNT-02012,CLS-SML-059,Pemilik Properti 2011,08153124412,False,2020-07-20
UNT-02013,CLS-SML-077,Pemilik Properti 2012,,False,2021-12-26
UNT-02014,CLS-SML-005,Pemilik Properti 2013,08117743843,False,2020-06-23
UNT-02015,CLS-SML-058,Pemilik Properti 2014,08116103824,False,2020-07-04
UNT-02016,CLS-SML-023,Pemilik Properti 2015,08155771244,False,2022-01-20
UNT-02017,CLS-SML-093,Pemilik Properti 2016,,False,2021-05-08
UNT-02018,CLS-SML-045,Pemilik Properti 2017,08191144259,False,2021-09-04
UNT-02019,CLS-SML-018,Pemilik Properti 2018,,False,2021-02-19
UNT-02020,CLS-SML-091,Pemilik Properti 2019,08191859101,True,2020-12-05
UNT-02021,CLS-SML-020,Pemilik Properti 2020,08176081396,False,2020-08-21
UNT-02022,CLS-SML-097,Pemilik Properti 2021,08174637605,False,2021-05-25
UNT-02023,CLS-SML-016,Pemilik Properti 2022,08189547693,False,2021-06-18
UNT-02024,CLS-SML-048,Pemilik Properti 2023,08124255329,False,2020-10-01
UNT-02025,CLS-SML-066,Pemilik Properti 2024,08189109939,False,2022-05-09
UNT-02026,CLS-SML-060,Pemilik Properti 2025,,True,2022-02-21
UNT-02027,CLS-SML-041,Pemilik Properti 2026,08198460192,False,2021-01-04
UNT-02028,CLS-SML-070,Pemilik Properti 2027,,False,2020-11-16
UNT-02029,CLS-SML-087,Pemilik Properti 2028,08188849278,False,2021-05-09
UNT-02030,CLS-SML-004,Pemilik Properti 2029,08141453023,False,2021-04-25
UNT-02031,CLS-SML-049,Pemilik Properti 2030,08157381333,False,2021-11-15
UNT-02032,CLS-SML-039,Pemilik Properti 2031,08193350833,False,2020-11-14
UNT-02033,CLS-SML-012,Pemilik Properti 2032,08160114039,False,2020-07-13
UNT-02034,CLS-SML-005,Pemilik Properti 2033,08152448230,True,2022-02-19
UNT-02035,CLS-SML-066,Pemilik Properti 2034,08121207936,True,2022-07-26
UNT-02036,CLS-SML-021,Pemilik Properti 2035,08144567769,False,2020-03-29
UNT-02037,CLS-SML-085,Pemilik Properti 2036,08199408149,True,2021-07-26
UNT-02038,CLS-SML-030,Pemilik Properti 2037,08145110908,False,2021-07-29
UNT-02039,CLS-SML-024,Pemilik Properti 2038,08194265217,True,2020-10-17
UNT-02040,CLS-SML-041,Pemilik Properti 2039,08151472837,False,2022-09-18
UNT-02041,CLS-SML-052,Pemilik Properti 2040,,False,2020-10-11
UNT-02042,CLS-SML-087,Pemilik Properti 2041,,True,2022-07-26
UNT-02043,CLS-SML-009,Pemilik Properti 2042,08155985085,False,2021-09-25
UNT-02044,CLS-SML-005,Pemilik Properti 2043,08152797486,False,2020-05-16
UNT-02045,CLS-SML-063,Pemilik Properti 2044,08187455678,True,2021-05-10
UNT-02046,CLS-SML-041,Pemilik Properti 2045,08141655089,False,2021-07-25
UNT-02047,CLS-SML-042,Pemilik Properti 2046,08196977509,False,2021-10-09
UNT-02048,CLS-SML-100,Pemilik Properti 2047,08131779691,True,2022-01-17
UNT-02049,CLS-SML-088,Pemilik Properti 2048,08115461607,False,2022-09-04
UNT-02050,CLS-SML-073,Pemilik Properti 2049,,False,2020-12-13
UNT-02051,CLS-SML-016,Pemilik Properti 2050,08161873541,True,2022-01-19
UNT-02052,CLS-SML-079,Pemilik Properti 2051,08157003431,False,2022-04-23
UNT-02053,CLS-SML-064,Pemilik Properti 2052,,True,2020-11-24
UNT-02054,CLS-SML-010,Pemilik Properti 2053,08119895994,False,2022-04-10
UNT-02055,CLS-SML-032,Pemilik Properti 2054,08198963466,True,2022-07-26
UNT-02056,CLS-SML-056,Pemilik Properti 2055,08129706220,False,2022-05-30
UNT-02057,CLS-SML-090,Pemilik Properti 2056,08150926976,False,2021-12-16
UNT-02058,CLS-SML-011,Pemilik Properti 2057,,True,2022-06-21
UNT-02059,CLS-SML-006,Pemilik Properti 2058,08186663137,True,2022-06-18
UNT-02060,CLS-SML-082,Pemilik Properti 2059,08171324396,False,2021-08-08
UNT-02061,CLS-SML-023,Pemilik Properti 2060,08114107767,False,2021-10-27
UNT-02062,CLS-SML-039,Pemilik Properti 2061,,False,2020-02-23
UNT-02063,CLS-SML-004,Pemilik Properti 2062,08142346601,True,2022-04-01
UNT-02064,CLS-SML-055,Pemilik Properti 2063,08118733096,False,2021-02-01
UNT-02065,CLS-SML-026,Pemilik Properti 2064,08196721566,False,2020-07-22
UNT-02066,CLS-SML-093,Pemilik Properti 2065,08127748608,False,2021-11-28
UNT-02067,CLS-SML-050,Pemilik Properti 2066,08119080466,True,2020-10-06
UNT-02068,CLS-SML-069,Pemilik Properti 2067,,False,2020-03-27
UNT-02069,CLS-SML-032,Pemilik Properti 2068,08161037016,False,2020-03-11
UNT-02070,CLS-SML-027,Pemilik Properti 2069,08185410127,False,2021-03-14
UNT-02071,CLS-SML-096,Pemilik Properti 2070,08126690427,False,2022-06-15
UNT-02072,CLS-SML-070,Pemilik Properti 2071,,False,2020-08-08
UNT-02073,CLS-SML-089,Pemilik Properti 2072,08167586886,False,2021-02-22
UNT-02074,CLS-SML-086,Pemilik Properti 2073,08176111404,False,2021-10-12
UNT-02075,CLS-SML-053,Pemilik Properti 2074,08159518243,False,2021-05-06
UNT-02076,CLS-SML-021,Pemilik Properti 2075,08182349573,False,2021-12-20
UNT-02077,CLS-SML-064,Pemilik Properti 2076,08112196617,False,2020-07-17
UNT-02078,CLS-SML-072,Pemilik Properti 2077,08146324119,True,2021-02-09
UNT-02079,CLS-SML-036,Pemilik Properti 2078,08167233350,False,2022-06-28
UNT-02080,CLS-SML-038,Pemilik Properti 2079,08186778826,False,2022-01-21
UNT-02081,CLS-SML-044,Pemilik Properti 2080,08171769591,True,2021-01-03
UNT-02082,CLS-SML-079,Pemilik Properti 2081,,False,2020-02-27
UNT-02083,CLS-SML-098,Pemilik Properti 2082,08132753027,False,2020-08-19
UNT-02084,CLS-SML-006,Pemilik Properti 2083,08114078303,False,2020-03-26
UNT-02085,CLS-SML-023,Pemilik Properti 2084,08143110665,False,2022-02-10
UNT-02086,CLS-SML-061,Pemilik Properti 2085,08166618860,False,2022-06-21
UNT-02087,CLS-SML-097,Pemilik Properti 2086,,False,2020-01-11
UNT-02088,CLS-SML-058,Pemilik Properti 2087,08122418605,False,2022-03-27
UNT-02089,CLS-SML-099,Pemilik Properti 2088,08170471484,False,2020-04-12
UNT-02090,CLS-SML-058,Pemilik Properti 2089,08155542740,False,2021-08-20
UNT-02091,CLS-SML-058,Pemilik Properti 2090,08183796327,True,2020-04-29
UNT-02092,CLS-SML-006,Pemilik Properti 2091,08177640052,False,2020-05-05
UNT-02093,CLS-SML-069,Pemilik Properti 2092,08185482398,False,2020-03-16
UNT-02094,CLS-SML-034,Pemilik Properti 2093,08129711150,False,2020-10-26
UNT-02095,CLS-SML-005,Pemilik Properti 2094,08116089047,True,2022-02-18
UNT-02096,CLS-SML-040,Pemilik Properti 2095,08118571988,True,2020-01-05
UNT-02097,CLS-SML-044,Pemilik Properti 2096,08131768666,False,2022-07-18
UNT-02098,CLS-SML-092,Pemilik Properti 2097,08123277743,False,2020-08-30
UNT-02099,CLS-SML-025,Pemilik Properti 2098,08199145542,False,2022-01-14
UNT-02100,CLS-SML-045,Pemilik Properti 2099,08151548037,True,2020-05-03
UNT-02101,CLS-SML-053,Pemilik Properti 2100,08159424797,False,2020-09-26
UNT-02102,CLS-SML-077,Pemilik Properti 2101,08111007219,False,2020-05-21
UNT-02103,CLS-SML-099,Pemilik Properti 2102,08158415525,False,2022-07-16
UNT-02104,CLS-SML-025,Pemilik Properti 2103,08153008546,False,2020-02-27
UNT-02105,CLS-SML-073,Pemilik Properti 2104,08173569988,False,2021-01-15
UNT-02106,CLS-SML-094,Pemilik Properti 2105,,False,2022-08-03
UNT-02107,CLS-SML-066,Pemilik Properti 2106,08169081520,False,2022-02-26
UNT-02108,CLS-SML-037,Pemilik Properti 2107,08184503681,False,2022-07-11
UNT-02109,CLS-SML-081,Pemilik Properti 2108,08141044579,False,2020-02-03
UNT-02110,CLS-SML-011,Pemilik Properti 2109,08196142305,False,2020-07-11
UNT-02111,CLS-SML-027,Pemilik Properti 2110,08160957910,False,2021-11-11
UNT-02112,CLS-SML-031,Pemilik Properti 2111,08173252647,False,2020-11-21
UNT-02113,CLS-SML-069,Pemilik Properti 2112,,False,2020-08-13
UNT-02114,CLS-SML-063,Pemilik Properti 2113,08182785012,False,2020-11-12
UNT-02115,CLS-SML-086,Pemilik Properti 2114,08190955683,False,2020-12-11
UNT-02116,CLS-SML-100,Pemilik Properti 2115,08154124661,False,2021-05-28
UNT-02117,CLS-SML-067,Pemilik Properti 2116,08174356997,False,2021-10-27
UNT-02118,CLS-SML-010,Pemilik Properti 2117,08146554266,False,2021-12-28
UNT-02119,CLS-SML-081,Pemilik Properti 2118,,False,2022-08-26
UNT-02120,CLS-SML-013,Pemilik Properti 2119,08156339123,True,2020-05-03
UNT-02121,CLS-SML-037,Pemilik Properti 2120,08145669629,True,2020-12-19
UNT-02122,CLS-SML-039,Pemilik Properti 2121,08145235217,True,2020-11-19
UNT-02123,CLS-SML-042,Pemilik Properti 2122,08158069889,False,2020-10-13
UNT-02124,CLS-SML-055,Pemilik Properti 2123,08187186732,False,2020-03-16
UNT-02125,CLS-SML-015,Pemilik Properti 2124,08163260028,False,2021-10-02
UNT-02126,CLS-SML-058,Pemilik Properti 2125,08187691833,False,2020-10-09
UNT-02127,CLS-SML-046,Pemilik Properti 2126,08111255307,True,2020-05-14
UNT-02128,CLS-SML-012,Pemilik Properti 2127,08124008746,False,2020-10-18
UNT-02129,CLS-SML-017,Pemilik Properti 2128,08132460754,False,2020-06-15
UNT-02130,CLS-SML-019,Pemilik Properti 2129,08122870849,True,2021-06-30
UNT-02131,CLS-SML-095,Pemilik Properti 2130,08152617392,False,2022-05-09
UNT-02132,CLS-SML-049,Pemilik Properti 2131,08183607867,False,2021-06-10
UNT-02133,CLS-SML-100,Pemilik Properti 2132,08188830421,True,2022-04-23
UNT-02134,CLS-SML-050,Pemilik Properti 2133,08165589284,False,2020-02-18
UNT-02135,CLS-SML-034,Pemilik Properti 2134,,False,2020-03-20
UNT-02136,CLS-SML-069,Pemilik Properti 2135,,False,2020-09-09
UNT-02137,CLS-SML-054,Pemilik Properti 2136,,True,2021-01-09
UNT-02138,CLS-SML-059,Pemilik Properti 2137,08133176672,True,2021-02-18
UNT-02139,CLS-SML-099,Pemilik Properti 2138,08135398510,False,2021-07-09
UNT-02140,CLS-SML-044,Pemilik Properti 2139,,False,2022-03-13
UNT-02141,CLS-SML-076,Pemilik Properti 2140,,True,2022-05-11
UNT-02142,CLS-SML-066,Pemilik Properti 2141,08166567652,True,2020-01-01
UNT-02143,CLS-SML-060,Pemilik Properti 2142,08187162180,False,2021-07-12
UNT-02144,CLS-SML-053,Pemilik Properti 2143,08198695274,False,2022-01-08
UNT-02145,CLS-SML-031,Pemilik Properti 2144,08193526059,True,2021-04-04
UNT-02146,CLS-SML-053,Pemilik Properti 2145,08186439631,False,2021-09-10
UNT-02147,CLS-SML-024,Pemilik Properti 2146,08177466271,True,2022-09-21
UNT-02148,CLS-SML-051,Pemilik Properti 2147,08115982877,False,2021-08-20
UNT-02149,CLS-SML-088,Pemilik Properti 2148,08148867787,True,2021-02-02
UNT-02150,CLS-SML-054,Pemilik Properti 2149,08123877230,False,2021-09-09
UNT-02151,CLS-SML-039,Pemilik Properti 2150,,False,2021-05-17
UNT-02152,CLS-SML-036,Pemilik Properti 2151,,False,2020-12-25
UNT-02153,CLS-SML-036,Pemilik Properti 2152,08135384359,True,2021-10-16
UNT-02154,CLS-SML-095,Pemilik Properti 2153,08115896372,False,2022-03-04
UNT-02155,CLS-SML-020,Pemilik Properti 2154,08181779954,True,2021-09-01
UNT-02156,CLS-SML-080,Pemilik Properti 2155,08165088505,False,2020-07-02
UNT-02157,CLS-SML-091,Pemilik Properti 2156,08150415281,True,2020-10-12
UNT-02158,CLS-SML-094,Pemilik Properti 2157,08150420613,False,2022-02-24
UNT-02159,CLS-SML-027,Pemilik Properti 2158,08171510644,False,2020-01-23
UNT-02160,CLS-SML-080,Pemilik Properti 2159,,False,2020-01-31
UNT-02161,CLS-SML-055,Pemilik Properti 2160,,False,2021-07-17
UNT-02162,CLS-SML-050,Pemilik Properti 2161,,False,2021-07-27
UNT-02163,CLS-SML-058,Pemilik Properti 2162,08177692494,True,2021-07-21
UNT-02164,CLS-SML-005,Pemilik Properti 2163,08180080394,False,2020-02-07
UNT-02165,CLS-SML-050,Pemilik Properti 2164,08127319711,False,2021-05-31
UNT-02166,CLS-SML-096,Pemilik Properti 2165,,True,2021-07-28
UNT-02167,CLS-SML-032,Pemilik Properti 2166,08138125234,True,2021-04-16
UNT-02168,CLS-SML-042,Pemilik Properti 2167,,False,2022-05-12
UNT-02169,CLS-SML-045,Pemilik Properti 2168,,False,2021-11-14
UNT-02170,CLS-SML-035,Pemilik Properti 2169,,False,2020-10-08
UNT-02171,CLS-SML-002,Pemilik Properti 2170,,False,2020-12-03
UNT-02172,CLS-SML-073,Pemilik Properti 2171,08195685588,True,2020-11-12
UNT-02173,CLS-SML-045,Pemilik Properti 2172,08164382603,False,2022-03-25
UNT-02174,CLS-SML-043,Pemilik Properti 2173,,False,2021-12-10
UNT-02175,CLS-SML-074,Pemilik Properti 2174,,False,2020-07-19
UNT-02176,CLS-SML-008,Pemilik Properti 2175,08147885225,False,2021-09-21
UNT-02177,CLS-SML-040,Pemilik Properti 2176,08127424060,False,2021-03-18
UNT-02178,CLS-SML-062,Pemilik Properti 2177,08184028171,False,2021-11-28
UNT-02179,CLS-SML-005,Pemilik Properti 2178,,True,2020-03-25
UNT-02180,CLS-SML-045,Pemilik Properti 2179,08120589337,False,2021-08-28
UNT-02181,CLS-SML-081,Pemilik Properti 2180,,False,2022-09-15
UNT-02182,CLS-SML-036,Pemilik Properti 2181,08154332239,True,2020-12-18
UNT-02183,CLS-SML-079,Pemilik Properti 2182,08134487830,False,2020-07-12
UNT-02184,CLS-SML-051,Pemilik Properti 2183,08194070478,False,2020-03-28
UNT-02185,CLS-SML-070,Pemilik Properti 2184,08113376867,False,2022-04-06
UNT-02186,CLS-SML-069,Pemilik Properti 2185,08133995069,False,2022-07-26
UNT-02187,CLS-SML-074,Pemilik Properti 2186,08145202721,False,2020-02-28
UNT-02188,CLS-SML-001,Pemilik Properti 2187,08147263866,False,2020-11-29
UNT-02189,CLS-SML-074,Pemilik Properti 2188,08121337483,False,2020-07-29
UNT-02190,CLS-SML-035,Pemilik Properti 2189,,False,2020-01-02
UNT-02191,CLS-SML-055,Pemilik Properti 2190,08162983676,False,2022-03-27
UNT-02192,CLS-SML-049,Pemilik Properti 2191,08120992448,True,2021-05-10
UNT-02193,CLS-SML-089,Pemilik Properti 2192,08134827303,True,2022-05-04
UNT-02194,CLS-SML-046,Pemilik Properti 2193,08149979164,True,2022-05-11
UNT-02195,CLS-SML-060,Pemilik Properti 2194,08160780581,False,2021-11-20
UNT-02196,CLS-SML-034,Pemilik Properti 2195,08163167043,False,2020-01-24
UNT-02197,CLS-SML-077,Pemilik Properti 2196,08172205723,True,2022-04-24
UNT-02198,CLS-SML-049,Pemilik Properti 2197,08157773858,False,2020-03-06
UNT-02199,CLS-SML-096,Pemilik Properti 2198,08157130790,True,2020-06-30
UNT-02200,CLS-SML-032,Pemilik Properti 2199,08158534575,False,2021-12-26
UNT-02201,CLS-SML-046,Pemilik Properti 2200,08170940630,False,2020-03-03
UNT-02202,CLS-SML-039,Pemilik Properti 2201,08125906825,False,2021-07-30
UNT-02203,CLS-SML-015,Pemilik Properti 2202,08196384047,False,2022-03-01
UNT-02204,CLS-SML-002,Pemilik Properti 2203,08164928783,False,2021-04-05
UNT-02205,CLS-SML-025,Pemilik Properti 2204,08151298177,False,2020-08-11
UNT-02206,CLS-SML-040,Pemilik Properti 2205,08123631034,False,2020-06-05
UNT-02207,CLS-SML-064,Pemilik Properti 2206,08116581841,False,2021-08-11
UNT-02208,CLS-SML-052,Pemilik Properti 2207,08179145413,False,2022-09-20
UNT-02209,CLS-SML-069,Pemilik Properti 2208,08159513791,False,2022-02-15
UNT-02210,CLS-SML-077,Pemilik Properti 2209,08130740981,False,2022-09-14
UNT-02211,CLS-SML-003,Pemilik Properti 2210,,False,2021-04-28
UNT-02212,CLS-SML-079,Pemilik Properti 2211,08142106905,False,2022-02-28
UNT-02213,CLS-SML-038,Pemilik Properti 2212,,False,2020-06-16
UNT-02214,CLS-SML-091,Pemilik Properti 2213,08176125519,False,2020-11-04
UNT-02215,CLS-SML-027,Pemilik Properti 2214,08138634802,False,2021-01-14
UNT-02216,CLS-SML-079,Pemilik Properti 2215,08138449082,False,2022-06-03
UNT-02217,CLS-SML-057,Pemilik Properti 2216,08197744553,False,2020-07-11
UNT-02218,CLS-SML-026,Pemilik Properti 2217,08173944041,False,2020-07-20
UNT-02219,CLS-SML-097,Pemilik Properti 2218,,False,2022-03-24
UNT-02220,CLS-SML-017,Pemilik Properti 2219,,False,2020-11-18
UNT-02221,CLS-SML-087,Pemilik Properti 2220,08116756458,True,2021-03-19
UNT-02222,CLS-SML-050,Pemilik Properti 2221,08182073117,False,2021-05-25
UNT-02223,CLS-SML-079,Pemilik Properti 2222,08123399480,True,2020-09-10
UNT-02224,CLS-SML-055,Pemilik Properti 2223,08128613497,True,2021-10-07
UNT-02225,CLS-SML-036,Pemilik Properti 2224,08156204003,True,2022-06-15
UNT-02226,CLS-SML-063,Pemilik Properti 2225,08115164611,False,2021-07-17
UNT-02227,CLS-SML-021,Pemilik Properti 2226,08192130185,False,2020-10-24
UNT-02228,CLS-SML-085,Pemilik Properti 2227,08120595573,True,2021-03-11
UNT-02229,CLS-SML-016,Pemilik Properti 2228,08162068913,True,2021-08-12
UNT-02230,CLS-SML-031,Pemilik Properti 2229,08160239473,False,2021-10-06
UNT-02231,CLS-SML-024,Pemilik Properti 2230,08140309016,False,2021-01-07
UNT-02232,CLS-SML-050,Pemilik Properti 2231,08199993539,False,2022-03-16
UNT-02233,CLS-SML-067,Pemilik Properti 2232,,True,2021-05-15
UNT-02234,CLS-SML-018,Pemilik Properti 2233,08141284078,False,2021-12-07
UNT-02235,CLS-SML-080,Pemilik Properti 2234,,False,2021-08-30
UNT-02236,CLS-SML-066,Pemilik Properti 2235,08176105678,False,2021-05-30
UNT-02237,CLS-SML-089,Pemilik Properti 2236,08189284432,False,2020-08-15
UNT-02238,CLS-SML-081,Pemilik Properti 2237,08190628703,False,2021-06-30
UNT-02239,CLS-SML-098,Pemilik Properti 2238,08114833996,False,2020-09-14
UNT-02240,CLS-SML-062,Pemilik Properti 2239,08184958933,True,2020-12-08
UNT-02241,CLS-SML-080,Pemilik Properti 2240,08169095382,True,2020-01-22
UNT-02242,CLS-SML-084,Pemilik Properti 2241,08146781934,False,2021-02-14
UNT-02243,CLS-SML-096,Pemilik Properti 2242,08161548195,False,2021-06-11
UNT-02244,CLS-SML-062,Pemilik Properti 2243,,False,2020-12-09
UNT-02245,CLS-SML-005,Pemilik Properti 2244,08190072825,False,2022-03-31
UNT-02246,CLS-SML-056,Pemilik Properti 2245,08147258984,False,2021-04-09
UNT-02247,CLS-SML-095,Pemilik Properti 2246,08141030008,False,2021-10-10
UNT-02248,CLS-SML-046,Pemilik Properti 2247,08191922487,False,2021-09-23
UNT-02249,CLS-SML-096,Pemilik Properti 2248,08148970977,False,2021-09-13
UNT-02250,CLS-SML-021,Pemilik Properti 2249,08113931557,False,2021-01-20
UNT-02251,CLS-SML-075,Pemilik Properti 2250,08122916754,False,2021-02-06
UNT-02252,CLS-SML-063,Pemilik Properti 2251,08115027213,False,2020-11-28
UNT-02253,CLS-SML-071,Pemilik Properti 2252,08128180934,False,2021-07-28
UNT-02254,CLS-SML-055,Pemilik Properti 2253,08187656093,True,2021-05-11
UNT-02255,CLS-SML-019,Pemilik Properti 2254,,True,2021-05-11
UNT-02256,CLS-SML-031,Pemilik Properti 2255,08191272243,False,2021-02-14
UNT-02257,CLS-SML-075,Pemilik Properti 2256,08180952241,False,2020-01-08
UNT-02258,CLS-SML-011,Pemilik Properti 2257,08116138013,False,2022-08-28
UNT-02259,CLS-SML-075,Pemilik Properti 2258,08193039883,False,2020-01-25
UNT-02260,CLS-SML-047,Pemilik Properti 2259,08135416000,False,2021-03-21
UNT-02261,CLS-SML-043,Pemilik Properti 2260,08174210837,False,2020-05-09
UNT-02262,CLS-SML-097,Pemilik Properti 2261,08198112579,True,2021-01-25
UNT-02263,CLS-SML-092,Pemilik Properti 2262,08179454721,False,2022-08-06
UNT-02264,CLS-SML-051,Pemilik Properti 2263,,False,2022-08-27
UNT-02265,CLS-SML-048,Pemilik Properti 2264,,False,2021-05-14
UNT-02266,CLS-SML-044,Pemilik Properti 2265,08193640810,False,2021-12-20
UNT-02267,CLS-SML-076,Pemilik Properti 2266,08194705546,False,2020-06-28
UNT-02268,CLS-SML-078,Pemilik Properti 2267,08192769399,False,2021-05-01
UNT-02269,CLS-SML-018,Pemilik Properti 2268,08166288585,False,2022-06-10
UNT-02270,CLS-SML-095,Pemilik Properti 2269,08195421620,False,2021-10-03
UNT-02271,CLS-SML-003,Pemilik Properti 2270,08121937472,False,2022-04-02
UNT-02272,CLS-SML-089,Pemilik Properti 2271,08126758703,False,2022-08-09
UNT-02273,CLS-SML-001,Pemilik Properti 2272,08140497049,True,2020-03-10
UNT-02274,CLS-SML-008,Pemilik Properti 2273,,True,2021-04-28
UNT-02275,CLS-SML-085,Pemilik Properti 2274,,False,2021-01-09
UNT-02276,CLS-SML-079,Pemilik Properti 2275,08198748237,False,2021-05-01
UNT-02277,CLS-SML-093,Pemilik Properti 2276,08148628392,True,2020-04-13
UNT-02278,CLS-SML-044,Pemilik Properti 2277,08169173552,False,2021-10-23
UNT-02279,CLS-SML-011,Pemilik Properti 2278,08196894759,False,2022-05-14
UNT-02280,CLS-SML-058,Pemilik Properti 2279,08111972326,False,2021-11-16
UNT-02281,CLS-SML-037,Pemilik Properti 2280,08170419149,False,2022-01-03
UNT-02282,CLS-SML-041,Pemilik Properti 2281,08177315681,True,2020-05-03
UNT-02283,CLS-SML-002,Pemilik Properti 2282,08193285476,False,2021-05-02
UNT-02284,CLS-SML-093,Pemilik Properti 2283,08170449925,True,2021-09-27
UNT-02285,CLS-SML-077,Pemilik Properti 2284,,False,2022-02-24
UNT-02286,CLS-SML-039,Pemilik Properti 2285,08169965668,True,2020-11-06
UNT-02287,CLS-SML-070,Pemilik Properti 2286,08188446057,True,2020-05-01
UNT-02288,CLS-SML-006,Pemilik Properti 2287,,False,2021-02-20
UNT-02289,CLS-SML-065,Pemilik Properti 2288,08156539418,False,2021-04-20
UNT-02290,CLS-SML-057,Pemilik Properti 2289,,False,2021-09-15
UNT-02291,CLS-SML-055,Pemilik Properti 2290,08170817708,False,2022-02-17
UNT-02292,CLS-SML-001,Pemilik Properti 2291,08156863325,False,2022-01-14
UNT-02293,CLS-SML-024,Pemilik Properti 2292,,False,2021-12-07
UNT-02294,CLS-SML-088,Pemilik Properti 2293,08126910101,False,2022-06-03
UNT-02295,CLS-SML-061,Pemilik Properti 2294,08170821302,True,2021-01-14
UNT-02296,CLS-SML-060,Pemilik Properti 2295,08190851459,False,2021-10-21
UNT-02297,CLS-SML-064,Pemilik Properti 2296,,False,2021-06-06
UNT-02298,CLS-SML-056,Pemilik Properti 2297,08189207475,False,2020-12-11
UNT-02299,CLS-SML-011,Pemilik Properti 2298,08174523583,False,2021-05-19
UNT-02300,CLS-SML-047,Pemilik Properti 2299,,False,2022-03-01
UNT-02301,CLS-SML-015,Pemilik Properti 2300,,True,2021-12-21
UNT-02302,CLS-SML-009,Pemilik Properti 2301,08156584685,True,2020-12-06
UNT-02303,CLS-SML-015,Pemilik Properti 2302,08152880579,False,2022-01-05
UNT-02304,CLS-SML-069,Pemilik Properti 2303,08122530351,True,2022-09-17
UNT-02305,CLS-SML-030,Pemilik Properti 2304,08113885708,False,2021-12-14
UNT-02306,CLS-SML-041,Pemilik Properti 2305,08159106224,True,2022-01-03
UNT-02307,CLS-SML-087,Pemilik Properti 2306,08114361505,False,2021-07-03
UNT-02308,CLS-SML-026,Pemilik Properti 2307,08178653402,False,2020-09-07
UNT-02309,CLS-SML-045,Pemilik Properti 2308,08146279400,True,2021-07-12
UNT-02310,CLS-SML-013,Pemilik Properti 2309,08198526654,False,2022-07-01
UNT-02311,CLS-SML-037,Pemilik Properti 2310,08190247504,True,2022-08-09
UNT-02312,CLS-SML-079,Pemilik Properti 2311,08131968155,False,2022-08-23
UNT-02313,CLS-SML-018,Pemilik Properti 2312,08140511991,False,2021-12-15
UNT-02314,CLS-SML-014,Pemilik Properti 2313,08159541316,False,2021-11-03
UNT-02315,CLS-SML-074,Pemilik Properti 2314,,False,2021-12-17
UNT-02316,CLS-SML-011,Pemilik Properti 2315,08127337898,True,2020-10-01
UNT-02317,CLS-SML-070,Pemilik Properti 2316,08123103581,False,2022-07-26
UNT-02318,CLS-SML-077,Pemilik Properti 2317,08181401544,False,2022-03-29
UNT-02319,CLS-SML-031,Pemilik Properti 2318,08120980097,False,2021-06-11
UNT-02320,CLS-SML-080,Pemilik Properti 2319,08141838947,True,2021-01-07
UNT-02321,CLS-SML-050,Pemilik Properti 2320,,False,2022-06-15
UNT-02322,CLS-SML-087,Pemilik Properti 2321,08144366440,False,2020-08-16
UNT-02323,CLS-SML-011,Pemilik Properti 2322,,False,2022-03-28
UNT-02324,CLS-SML-004,Pemilik Properti 2323,08157430906,False,2020-06-11
UNT-02325,CLS-SML-009,Pemilik Properti 2324,,False,2021-01-24
UNT-02326,CLS-SML-047,Pemilik Properti 2325,,False,2022-05-23
UNT-02327,CLS-SML-020,Pemilik Properti 2326,08148571712,True,2020-12-25
UNT-02328,CLS-SML-047,Pemilik Properti 2327,08182360393,False,2020-11-25
UNT-02329,CLS-SML-083,Pemilik Properti 2328,08160066037,False,2022-05-02
UNT-02330,CLS-SML-094,Pemilik Properti 2329,08180981558,False,2020-05-19
UNT-02331,CLS-SML-091,Pemilik Properti 2330,08118757046,False,2021-04-15
